id,mycT,mybDKO,mycT_mybDKO_down,mycT_down,mybDKO_down
AT3G01550,0.010046663,-0.49,N,N,N
AT1G27480,0.014744074,-0.49,N,N,N
AT1G75020,0.026038423,-0.49,N,N,N
AT5G35170,0.029878356,-0.49,N,N,N
AT3G27020,0.034345402,-0.49,N,N,N
AT2G29360,0.036398761,-0.49,N,N,N
AT1G45249,0.046933816,-0.49,N,N,N
AT3G13060,0.050481309,-0.49,N,N,N
AT3G13110,0.051484649,-0.49,N,N,N
AT5G04140,0.060634836,-0.49,N,N,N
AT3G57120,0.065060075,-0.49,N,N,N
AT2G33590,0.078612865,-0.49,N,N,N
AT5G19220,0.094987782,-0.49,N,N,N
AT4G22460,0.119288701,-0.49,N,N,N
AT1G24400,0.126899756,-0.49,N,N,N
AT1G23390,0.137729102,-0.49,N,N,N
AT1G01640,0.155292837,-0.49,N,N,N
AT4G03820,0.19583421,-0.49,N,N,N
AT1G15830,0.201187572,-0.49,N,N,N
AT5G66850,0.224175479,-0.49,N,N,N
AT4G38300,0.293651105,-0.49,N,N,N
AT3G04040,0.360147417,-0.49,N,N,N
AT1G80450,0.465744924,-0.49,N,N,N
AT3G52520,0.477037842,-0.49,N,N,N
ATCG00570,0.597511391,-0.49,N,N,N
AT2G07786,1.043556366,-0.49,N,N,N
AT1G43590,-0.58112248,-0.48,N,N,N
AT5G01640,-0.558541323,-0.48,N,N,N
AT5G43440,-0.466391765,-0.48,N,N,N
AT1G65120,-0.407657969,-0.48,N,N,N
AT3G54990,-0.370610598,-0.48,N,N,N
AT2G22240,-0.369681226,-0.48,N,N,N
AT4G26260,-0.3499684,-0.48,N,N,N
AT1G72830,-0.347977255,-0.48,N,N,N
AT4G28290,-0.279602412,-0.48,N,N,N
AT5G62020,-0.266800876,-0.48,N,N,N
AT5G22390,-0.254918082,-0.48,N,N,N
AT1G44170,-0.254737404,-0.48,N,N,N
AT3G11850,-0.245471438,-0.48,N,N,N
AT2G16790,-0.243258452,-0.48,N,N,N
AT4G15810,-0.237763203,-0.48,N,N,N
AT5G17230,-0.221955236,-0.48,N,N,N
AT5G28400,-0.217254545,-0.48,N,N,N
AT4G08480,-0.213001417,-0.48,N,N,N
AT1G78320,-0.19991432,-0.48,N,N,N
AT5G67330,-0.193427352,-0.48,N,N,N
AT2G30100,-0.182713051,-0.48,N,N,N
AT4G35310,-0.165702824,-0.48,N,N,N
AT4G11840,-0.156868849,-0.48,N,N,N
AT4G03020,-0.150431889,-0.48,N,N,N
AT2G47410,-0.144487965,-0.48,N,N,N
AT1G10920,-0.139232338,-0.48,N,N,N
AT2G17260,-0.134301092,-0.48,N,N,N
AT4G27860,-0.123869278,-0.48,N,N,N
AT5G45050,-0.122677753,-0.48,N,N,N
AT2G42490,-0.118416482,-0.48,N,N,N
AT5G06120,-0.096608926,-0.48,N,N,N
AT1G21080,-0.095199267,-0.48,N,N,N
AT2G04350,-0.089328096,-0.48,N,N,N
AT5G47390,-0.080591864,-0.48,N,N,N
AT1G60740,-0.062444772,-0.48,N,N,N
AT2G20370,-0.040496778,-0.48,N,N,N
AT5G06990,-0.034229246,-0.48,N,N,N
AT4G08930,-0.030723132,-0.48,N,N,N
AT2G43010,-0.027950522,-0.48,N,N,N
AT3G55320,-0.027934604,-0.48,N,N,N
AT4G39320,-0.02356114,-0.48,N,N,N
AT5G44580,-0.019809516,-0.48,N,N,N
AT5G08650,-0.011909745,-0.48,N,N,N
AT1G06650,-0.008739309,-0.48,N,N,N
AT1G68935,-0.005765846,-0.48,N,N,N
AT1G56430,-0.004289179,-0.48,N,N,N
AT4G36570,0.004033398,-0.48,N,N,N
AT2G32140,0.008363473,-0.48,N,N,N
AT3G21460,0.01561937,-0.48,N,N,N
AT5G01950,0.018911467,-0.48,N,N,N
AT3G09650,0.02127235,-0.48,N,N,N
AT5G61270,0.024532248,-0.48,N,N,N
AT3G56160,0.026459501,-0.48,N,N,N
AT1G04530,0.032325888,-0.48,N,N,N
AT3G20300,0.046033609,-0.48,N,N,N
AT1G23830,0.053657429,-0.48,N,N,N
AT4G05100,0.068963317,-0.48,N,N,N
AT4G31390,0.078071935,-0.48,N,N,N
AT4G29740,0.088336267,-0.48,N,N,N
AT5G07380,0.102051272,-0.48,N,N,N
AT3G53230,0.117155746,-0.48,N,N,N
AT3G12400,0.155239651,-0.48,N,N,N
AT5G22290,0.171282832,-0.48,N,N,N
AT1G73500,0.172745759,-0.48,N,N,N
AT3G16900,0.177503905,-0.48,N,N,N
AT3G53720,0.186313232,-0.48,N,N,N
AT1G23740,0.207534065,-0.48,N,N,N
AT1G10020,0.24008525,-0.48,N,N,N
AT5G05430,0.280574987,-0.48,N,N,N
AT5G66400,0.358760895,-0.48,N,N,N
AT2G23348,0.972593843,-0.48,N,N,N
AT4G23600,-0.710941077,-0.47,N,N,N
AT4G04221,-0.67556505,-0.47,N,N,N
AT5G01940,-0.601806011,-0.47,N,N,N
AT5G27240,-0.359806295,-0.47,N,N,N
AT1G27760,-0.314321831,-0.47,N,N,N
AT5G19190,-0.278662321,-0.47,N,N,N
AT3G47570,-0.273599678,-0.47,N,N,N
AT3G02910,-0.271317074,-0.47,N,N,N
AT5G03720,-0.269208574,-0.47,N,N,N
AT2G07680,-0.26238175,-0.47,N,N,N
AT2G17760,-0.251086553,-0.47,N,N,N
AT3G02130,-0.242899849,-0.47,N,N,N
AT1G23020,-0.220117217,-0.47,N,N,N
AT3G21250,-0.205145658,-0.47,N,N,N
AT1G17450,-0.189159898,-0.47,N,N,N
AT5G23490,-0.180646232,-0.47,N,N,N
AT2G18240,-0.179787233,-0.47,N,N,N
AT2G29510,-0.179270501,-0.47,N,N,N
AT4G25520,-0.175552167,-0.47,N,N,N
AT5G59530,-0.174433427,-0.47,N,N,N
AT5G35180,-0.156204752,-0.47,N,N,N
AT1G63010,-0.14874064,-0.47,N,N,N
AT5G43470,-0.146966405,-0.47,N,N,N
AT5G20960,-0.14645081,-0.47,N,N,N
AT5G65630,-0.144731144,-0.47,N,N,N
AT4G22920,-0.141030596,-0.47,N,N,N
AT3G46110,-0.134104526,-0.47,N,N,N
AT5G27410,-0.132587456,-0.47,N,N,N
AT3G07040,-0.128277304,-0.47,N,N,N
AT1G11310,-0.121001155,-0.47,N,N,N
AT1G55540,-0.118860041,-0.47,N,N,N
AT5G16680,-0.11855661,-0.47,N,N,N
AT3G50190,-0.094986692,-0.47,N,N,N
AT1G49210,-0.094068324,-0.47,N,N,N
AT3G44320,-0.08706486,-0.47,N,N,N
AT1G76130,-0.085127488,-0.47,N,N,N
AT4G33110,-0.082502824,-0.47,N,N,N
AT1G08910,-0.082428972,-0.47,N,N,N
AT5G03040,-0.070742337,-0.47,N,N,N
AT4G32350,-0.067953607,-0.47,N,N,N
AT5G26280,-0.063225113,-0.47,N,N,N
AT5G50920,-0.062433608,-0.47,N,N,N
AT2G36590,-0.059092374,-0.47,N,N,N
AT2G31360,-0.052027921,-0.47,N,N,N
AT1G62750,-0.047372345,-0.47,N,N,N
AT1G07630,-0.041538956,-0.47,N,N,N
AT3G44326,-0.036546906,-0.47,N,N,N
AT1G21640,-0.034557875,-0.47,N,N,N
AT4G08900,-0.032762558,-0.47,N,N,N
AT5G11790,-0.03164708,-0.47,N,N,N
AT3G04240,-0.029737559,-0.47,N,N,N
AT4G23880,-0.026376774,-0.47,N,N,N
AT5G24770,-0.009102207,-0.47,N,N,N
AT1G66880,-0.007781164,-0.47,N,N,N
AT3G03770,-0.004223858,-0.47,N,N,N
AT2G47460,0.007344645,-0.47,N,N,N
AT4G23680,0.012537526,-0.47,N,N,N
AT4G27700,0.013443699,-0.47,N,N,N
AT5G43150,0.052096238,-0.47,N,N,N
AT5G13640,0.059450206,-0.47,N,N,N
AT2G23320,0.062902355,-0.47,N,N,N
AT1G24340,0.063606071,-0.47,N,N,N
AT1G62710,0.07061164,-0.47,N,N,N
AT3G21390,0.104847194,-0.47,N,N,N
AT5G24990,0.121614651,-0.47,N,N,N
AT3G57740,0.122268613,-0.47,N,N,N
AT5G66658,0.133887178,-0.47,N,N,N
AT3G12500,0.157073267,-0.47,N,N,N
AT5G03490,0.186413124,-0.47,N,N,N
AT1G14345,0.191559407,-0.47,N,N,N
AT1G22850,0.201122233,-0.47,N,N,N
AT5G64290,0.201498997,-0.47,N,N,N
AT1G32060,0.238716244,-0.47,N,N,N
AT3G55040,0.238829189,-0.47,N,N,N
AT5G10380,0.367183017,-0.47,N,N,N
AT1G68238,0.43254738,-0.47,N,N,N
AT5G67488,3.094770725,-0.47,N,N,N
AT5G13080,-0.588523093,-0.46,N,N,N
AT5G50450,-0.433065492,-0.46,N,N,N
AT1G43886,-0.388070452,-0.46,N,N,N
AT1G24150,-0.293087351,-0.46,N,N,N
AT2G27150,-0.283775682,-0.46,N,N,N
AT1G19370,-0.271368148,-0.46,N,N,N
AT5G02860,-0.270501414,-0.46,N,N,N
AT2G34940,-0.230045994,-0.46,N,N,N
AT4G14610,-0.224029058,-0.46,N,N,N
AT1G63020,-0.220940287,-0.46,N,N,N
AT1G57870,-0.220663607,-0.46,N,N,N
AT4G11990,-0.217375689,-0.46,N,N,N
AT3G49760,-0.212421688,-0.46,N,N,N
AT1G22930,-0.189772267,-0.46,N,N,N
AT4G01550,-0.183652999,-0.46,N,N,N
AT2G48060,-0.182011785,-0.46,N,N,N
AT4G39960,-0.181467972,-0.46,N,N,N
AT3G18560,-0.175321325,-0.46,N,N,N
AT1G71800,-0.172218957,-0.46,N,N,N
AT1G76560,-0.15274848,-0.46,N,N,N
AT1G67500,-0.151309323,-0.46,N,N,N
AT2G15820,-0.144208213,-0.46,N,N,N
AT4G30960,-0.126551066,-0.46,N,N,N
AT3G47910,-0.123492149,-0.46,N,N,N
AT4G10060,-0.12337755,-0.46,N,N,N
AT4G01026,-0.12223506,-0.46,N,N,N
AT1G01320,-0.118123452,-0.46,N,N,N
AT3G02170,-0.114777229,-0.46,N,N,N
AT1G21250,-0.108354062,-0.46,N,N,N
AT5G26690,-0.085930179,-0.46,N,N,N
AT4G28570,-0.085469342,-0.46,N,N,N
AT4G31920,-0.082765009,-0.46,N,N,N
AT1G03380,-0.080754298,-0.46,N,N,N
AT4G16190,-0.068864758,-0.46,N,N,N
AT4G33790,-0.037043342,-0.46,N,N,N
AT2G36910,-0.024820068,-0.46,N,N,N
AT1G54350,-0.010558069,-0.46,N,N,N
AT4G38670,-0.009665089,-0.46,N,N,N
AT2G30790,0.010735275,-0.46,N,N,N
AT3G27570,0.013901233,-0.46,N,N,N
AT3G14595,0.021029964,-0.46,N,N,N
AT4G22890,0.0825231,-0.46,N,N,N
AT3G55950,0.082844139,-0.46,N,N,N
AT4G16690,0.086283975,-0.46,N,N,N
AT2G25605,0.116109424,-0.46,N,N,N
AT4G37400,0.116441908,-0.46,N,N,N
AT4G26520,0.118006964,-0.46,N,N,N
AT4G16835,0.126089093,-0.46,N,N,N
AT1G55760,0.137793445,-0.46,N,N,N
AT1G31710,0.138687274,-0.46,N,N,N
AT3G05990,0.170717909,-0.46,N,N,N
AT2G04080,0.191213122,-0.46,N,N,N
AT4G19450,0.2057144,-0.46,N,N,N
AT1G65450,0.216695691,-0.46,N,N,N
AT2G27310,0.21802926,-0.46,N,N,N
AT4G27020,0.233510447,-0.46,N,N,N
AT1G33640,0.299118212,-0.46,N,N,N
AT4G38460,0.307732336,-0.46,N,N,N
AT4G00165,0.340277219,-0.46,N,N,N
AT2G21330,0.538416741,-0.46,N,N,N
AT1G74830,-0.901662081,-0.45,N,Y,N
AT2G22860,-0.64492729,-0.45,N,N,N
AT3G44690,-0.471399942,-0.45,N,N,N
AT2G17265,-0.442795617,-0.45,N,N,N
AT4G30825,-0.287586372,-0.45,N,N,N
AT1G22630,-0.285965817,-0.45,N,N,N
AT4G14760,-0.260542654,-0.45,N,N,N
AT4G13345,-0.253210488,-0.45,N,N,N
AT1G67530,-0.248576353,-0.45,N,N,N
AT3G28345,-0.232845973,-0.45,N,N,N
AT1G07870,-0.223522322,-0.45,N,N,N
AT1G61140,-0.205834833,-0.45,N,N,N
AT3G44700,-0.202242722,-0.45,N,N,N
AT4G30160,-0.201553931,-0.45,N,N,N
AT4G14070,-0.176656745,-0.45,N,N,N
AT3G09010,-0.169412772,-0.45,N,N,N
AT5G26970,-0.155089073,-0.45,N,N,N
AT1G71710,-0.145393909,-0.45,N,N,N
AT1G52342,-0.14154958,-0.45,N,N,N
AT2G23470,-0.137040825,-0.45,N,N,N
AT5G04480,-0.131702849,-0.45,N,N,N
AT5G28020,-0.111659511,-0.45,N,N,N
AT1G15410,-0.10148634,-0.45,N,N,N
AT2G29630,-0.096862251,-0.45,N,N,N
AT4G03960,-0.094617059,-0.45,N,N,N
AT5G19540,-0.094527903,-0.45,N,N,N
AT1G23330,-0.09442035,-0.45,N,N,N
AT1G69720,-0.092696675,-0.45,N,N,N
AT4G32650,-0.076679808,-0.45,N,N,N
AT2G39830,-0.027307346,-0.45,N,N,N
AT4G00960,-0.026183932,-0.45,N,N,N
AT5G23230,-0.022809883,-0.45,N,N,N
AT2G04160,-0.006609217,-0.45,N,N,N
AT5G17860,0.024402738,-0.45,N,N,N
AT3G50640,0.029271446,-0.45,N,N,N
AT5G66200,0.031597971,-0.45,N,N,N
AT1G70370,0.038684514,-0.45,N,N,N
AT4G25450,0.074654699,-0.45,N,N,N
AT5G02840,0.180227027,-0.45,N,N,N
AT5G06280,0.262618565,-0.45,N,N,N
AT2G47560,0.389596657,-0.45,N,N,N
AT4G22610,0.668588154,-0.45,N,N,N
AT4G15953,1.056786026,-0.45,N,N,N
AT3G25570,-1.113519124,-0.44,N,Y,N
AT1G74205,-0.800859211,-0.44,N,Y,N
AT3G27870,-0.514790594,-0.44,N,N,N
AT5G66640,-0.446647106,-0.44,N,N,N
AT5G44260,-0.375509135,-0.44,N,N,N
AT5G52060,-0.372930844,-0.44,N,N,N
AT3G43790,-0.36240945,-0.44,N,N,N
AT1G64980,-0.357766274,-0.44,N,N,N
AT4G16146,-0.356351823,-0.44,N,N,N
AT5G17370,-0.320524467,-0.44,N,N,N
AT1G65540,-0.295499378,-0.44,N,N,N
AT2G19930,-0.288641062,-0.44,N,N,N
AT4G17570,-0.283744204,-0.44,N,N,N
AT5G19221,-0.274839107,-0.44,N,N,N
AT5G06790,-0.272984066,-0.44,N,N,N
AT2G29310,-0.263397775,-0.44,N,N,N
AT5G03840,-0.261686722,-0.44,N,N,N
AT5G24740,-0.253064117,-0.44,N,N,N
AT5G54380,-0.239654241,-0.44,N,N,N
AT5G24590,-0.22820848,-0.44,N,N,N
AT5G02640,-0.222621657,-0.44,N,N,N
AT5G13180,-0.22138882,-0.44,N,N,N
AT1G78780,-0.22115182,-0.44,N,N,N
AT5G03860,-0.220688115,-0.44,N,N,N
AT2G46640,-0.206092789,-0.44,N,N,N
AT3G51970,-0.204032856,-0.44,N,N,N
AT3G14570,-0.197870102,-0.44,N,N,N
AT1G73460,-0.188745005,-0.44,N,N,N
AT2G44970,-0.180410744,-0.44,N,N,N
AT1G79210,-0.179168846,-0.44,N,N,N
AT4G29050,-0.168215039,-0.44,N,N,N
AT5G38350,-0.160837751,-0.44,N,N,N
AT3G08510,-0.154024484,-0.44,N,N,N
AT3G09410,-0.145334323,-0.44,N,N,N
AT2G32800,-0.142105426,-0.44,N,N,N
AT2G21860,-0.14180948,-0.44,N,N,N
AT4G10890,-0.129228993,-0.44,N,N,N
AT2G38010,-0.128046124,-0.44,N,N,N
AT4G37200,-0.11691436,-0.44,N,N,N
AT2G46680,-0.108767817,-0.44,N,N,N
AT3G19830,-0.101477807,-0.44,N,N,N
AT4G25390,-0.099724768,-0.44,N,N,N
AT2G23810,-0.089300472,-0.44,N,N,N
AT1G61560,-0.077773613,-0.44,N,N,N
AT2G31750,-0.070870027,-0.44,N,N,N
AT1G03370,-0.070128584,-0.44,N,N,N
AT3G48000,-0.048649991,-0.44,N,N,N
AT3G14770,-0.048629852,-0.44,N,N,N
AT1G23550,-0.034196404,-0.44,N,N,N
AT1G62422,-0.015783288,-0.44,N,N,N
AT4G25515,-0.015463117,-0.44,N,N,N
AT5G16990,-0.012760238,-0.44,N,N,N
AT4G14210,-0.00375176,-0.44,N,N,N
AT5G04720,0.005110767,-0.44,N,N,N
AT1G03300,0.009039987,-0.44,N,N,N
AT3G63260,0.01153503,-0.44,N,N,N
AT5G42210,0.025784026,-0.44,N,N,N
AT4G33300,0.039871544,-0.44,N,N,N
AT2G29340,0.043737543,-0.44,N,N,N
AT2G43970,0.075314072,-0.44,N,N,N
AT1G15170,0.075407403,-0.44,N,N,N
AT1G28680,0.106769509,-0.44,N,N,N
AT3G57400,0.113086837,-0.44,N,N,N
AT3G57062,0.117871596,-0.44,N,N,N
AT2G37240,0.12045278,-0.44,N,N,N
AT5G51310,0.122382742,-0.44,N,N,N
AT2G41870,0.133833557,-0.44,N,N,N
AT1G11340,0.153445068,-0.44,N,N,N
AT2G34500,0.154344317,-0.44,N,N,N
AT5G66630,0.206450878,-0.44,N,N,N
AT1G21695,0.212786216,-0.44,N,N,N
AT1G22510,0.236430465,-0.44,N,N,N
AT3G10370,0.248263454,-0.44,N,N,N
AT1G30840,0.253082939,-0.44,N,N,N
AT5G64450,0.277276328,-0.44,N,N,N
AT1G66090,0.299910829,-0.44,N,N,N
AT5G25250,0.340504902,-0.44,N,N,N
AT2G07725,0.365284464,-0.44,N,N,N
AT3G06145,0.398503567,-0.44,N,N,N
AT4G06746,0.553094447,-0.44,N,N,N
AT4G33467,-0.961948694,-0.43,N,Y,N
AT5G18362,-0.655898408,-0.43,N,N,N
AT2G47520,-0.380821784,-0.43,N,N,N
AT2G15310,-0.361587819,-0.43,N,N,N
AT1G13860,-0.290221291,-0.43,N,N,N
AT5G46440,-0.281455929,-0.43,N,N,N
AT1G12200,-0.278910745,-0.43,N,N,N
AT4G29750,-0.269271114,-0.43,N,N,N
AT1G67790,-0.258918297,-0.43,N,N,N
AT2G43060,-0.257691279,-0.43,N,N,N
AT4G14570,-0.254037379,-0.43,N,N,N
AT5G46450,-0.249908573,-0.43,N,N,N
AT1G10280,-0.244545564,-0.43,N,N,N
AT1G01010,-0.237888758,-0.43,N,N,N
AT1G33560,-0.228868711,-0.43,N,N,N
AT5G47860,-0.21422401,-0.43,N,N,N
AT4G13990,-0.207699424,-0.43,N,N,N
AT4G37460,-0.201367639,-0.43,N,N,N
AT5G37360,-0.192624593,-0.43,N,N,N
AT1G18660,-0.184353972,-0.43,N,N,N
AT3G61130,-0.183156946,-0.43,N,N,N
AT5G08710,-0.178374661,-0.43,N,N,N
AT4G11110,-0.16616151,-0.43,N,N,N
AT5G27320,-0.158540692,-0.43,N,N,N
AT2G31960,-0.155623957,-0.43,N,N,N
AT4G02020,-0.154909632,-0.43,N,N,N
AT1G69523,-0.141577444,-0.43,N,N,N
AT2G38180,-0.140418617,-0.43,N,N,N
AT5G04760,-0.134888064,-0.43,N,N,N
AT1G30400,-0.132465383,-0.43,N,N,N
AT2G35585,-0.131514181,-0.43,N,N,N
AT3G43220,-0.130295304,-0.43,N,N,N
AT1G62570,-0.118429571,-0.43,N,N,N
AT4G01290,-0.114966866,-0.43,N,N,N
AT4G18130,-0.10508476,-0.43,N,N,N
AT4G19820,-0.100200663,-0.43,N,N,N
AT1G58561,-0.089063169,-0.43,N,N,N
AT1G11330,-0.086395218,-0.43,N,N,N
AT2G21830,-0.0833934,-0.43,N,N,N
AT4G24130,-0.07880046,-0.43,N,N,N
AT3G18060,-0.076143012,-0.43,N,N,N
AT2G16950,-0.071921647,-0.43,N,N,N
AT2G48160,-0.068758956,-0.43,N,N,N
AT1G36160,-0.066041474,-0.43,N,N,N
AT1G20030,-0.049528271,-0.43,N,N,N
AT5G22300,-0.048336672,-0.43,N,N,N
AT3G53810,-0.046776771,-0.43,N,N,N
AT3G15270,-0.021268617,-0.43,N,N,N
AT5G02270,-0.011784127,-0.43,N,N,N
AT3G52480,0.007318275,-0.43,N,N,N
AT5G44572,0.022556275,-0.43,N,N,N
AT4G17970,0.069307036,-0.43,N,N,N
AT1G42990,0.08112317,-0.43,N,N,N
AT1G08250,0.12378322,-0.43,N,N,N
AT5G49370,0.130396637,-0.43,N,N,N
AT1G02000,0.134391551,-0.43,N,N,N
AT2G13790,0.157485567,-0.43,N,N,N
AT3G09540,0.159773384,-0.43,N,N,N
AT1G58848,0.21110419,-0.43,N,N,N
AT5G67090,0.224040274,-0.43,N,N,N
AT4G17250,0.251205157,-0.43,N,N,N
AT4G15248,0.273760812,-0.43,N,N,N
AT4G29610,0.297132183,-0.43,N,N,N
AT5G44565,0.410177208,-0.43,N,N,N
AT5G07842,0.539562435,-0.43,N,N,N
AT4G16910,-0.722187539,-0.42,N,N,N
AT1G27020,-0.673431779,-0.42,N,N,N
AT4G13570,-0.61667136,-0.42,N,N,N
AT1G32170,-0.489677704,-0.42,N,N,N
AT1G64470,-0.369666662,-0.42,N,N,N
AT3G27560,-0.32216634,-0.42,N,N,N
AT1G07900,-0.318475293,-0.42,N,N,N
AT1G35510,-0.314623553,-0.42,N,N,N
AT3G26030,-0.302171139,-0.42,N,N,N
AT5G53500,-0.28988996,-0.42,N,N,N
AT3G29810,-0.289186694,-0.42,N,N,N
AT1G12280,-0.263307153,-0.42,N,N,N
AT1G55730,-0.241347437,-0.42,N,N,N
AT4G02050,-0.228841199,-0.42,N,N,N
AT4G28240,-0.212246997,-0.42,N,N,N
AT2G27190,-0.199781717,-0.42,N,N,N
AT5G25350,-0.199643585,-0.42,N,N,N
AT3G22420,-0.199598407,-0.42,N,N,N
AT5G01850,-0.176380024,-0.42,N,N,N
AT2G44370,-0.153153339,-0.42,N,N,N
AT4G04960,-0.150733373,-0.42,N,N,N
AT5G38850,-0.132395629,-0.42,N,N,N
AT5G04830,-0.119495032,-0.42,N,N,N
AT1G29050,-0.119023612,-0.42,N,N,N
AT5G16900,-0.117941257,-0.42,N,N,N
AT2G28160,-0.111183769,-0.42,N,N,N
AT2G16990,-0.110377548,-0.42,N,N,N
AT1G78995,-0.108047895,-0.42,N,N,N
AT1G55610,-0.095157233,-0.42,N,N,N
AT3G13435,-0.088509047,-0.42,N,N,N
AT1G64530,-0.082572464,-0.42,N,N,N
AT4G02420,-0.080874847,-0.42,N,N,N
AT1G58602,-0.079052405,-0.42,N,N,N
AT5G01810,-0.063708682,-0.42,N,N,N
AT2G22360,-0.062479514,-0.42,N,N,N
AT1G09310,-0.057634041,-0.42,N,N,N
AT3G62760,-0.038303888,-0.42,N,N,N
AT1G23710,-0.029851265,-0.42,N,N,N
AT1G16310,-0.021305033,-0.42,N,N,N
AT4G13930,-0.00832735,-0.42,N,N,N
AT3G24880,0.002090863,-0.42,N,N,N
AT4G25030,0.011290237,-0.42,N,N,N
AT5G43870,0.019178556,-0.42,N,N,N
AT5G14970,0.023754961,-0.42,N,N,N
AT2G39050,0.024545118,-0.42,N,N,N
AT1G72450,0.024591429,-0.42,N,N,N
AT5G45480,0.029712664,-0.42,N,N,N
AT3G15760,0.046881188,-0.42,N,N,N
AT5G43260,0.04753939,-0.42,N,N,N
AT1G64890,0.049263903,-0.42,N,N,N
AT1G30530,0.049710981,-0.42,N,N,N
AT3G48990,0.061536067,-0.42,N,N,N
AT5G18520,0.085093618,-0.42,N,N,N
AT5G09990,0.104216153,-0.42,N,N,N
AT2G21120,0.117382203,-0.42,N,N,N
AT2G39310,0.142355645,-0.42,N,N,N
AT5G46110,0.157734968,-0.42,N,N,N
AT5G26230,0.160802481,-0.42,N,N,N
AT3G18500,0.177105244,-0.42,N,N,N
AT4G38250,0.20711311,-0.42,N,N,N
AT5G03110,0.213768994,-0.42,N,N,N
AT5G65840,0.229983788,-0.42,N,N,N
AT3G57157,0.318196755,-0.42,N,N,N
AT2G25510,0.432459071,-0.42,N,N,N
AT1G52770,0.728326676,-0.42,N,N,N
AT1G70440,-0.649092838,-0.41,N,N,N
AT5G40540,-0.562903067,-0.41,N,N,N
AT1G28480,-0.469728141,-0.41,N,N,N
AT3G16360,-0.422572705,-0.41,N,N,N
AT1G75270,-0.418394077,-0.41,N,N,N
AT3G03350,-0.40523836,-0.41,N,N,N
AT5G67480,-0.39771682,-0.41,N,N,N
AT5G65320,-0.382797162,-0.41,N,N,N
AT1G23120,-0.371502199,-0.41,N,N,N
AT3G52748,-0.349597935,-0.41,N,N,N
AT5G06865,-0.349244695,-0.41,N,N,N
AT2G40070,-0.337778347,-0.41,N,N,N
AT1G66180,-0.33099797,-0.41,N,N,N
AT1G58410,-0.320278358,-0.41,N,N,N
AT2G33380,-0.319873786,-0.41,N,N,N
AT1G06780,-0.317232507,-0.41,N,N,N
AT1G19720,-0.305078221,-0.41,N,N,N
AT1G12710,-0.290818919,-0.41,N,N,N
AT1G66750,-0.288843365,-0.41,N,N,N
AT1G52315,-0.279244633,-0.41,N,N,N
AT4G13810,-0.273697389,-0.41,N,N,N
AT2G13290,-0.268981468,-0.41,N,N,N
AT4G31650,-0.266776473,-0.41,N,N,N
AT1G56230,-0.266209997,-0.41,N,N,N
AT3G04760,-0.262672736,-0.41,N,N,N
AT3G15120,-0.259194834,-0.41,N,N,N
AT5G35370,-0.251346074,-0.41,N,N,N
AT2G17840,-0.240643266,-0.41,N,N,N
AT1G07910,-0.238902743,-0.41,N,N,N
AT1G66345,-0.233430693,-0.41,N,N,N
AT1G69640,-0.231123393,-0.41,N,N,N
AT1G51140,-0.228523258,-0.41,N,N,N
AT3G62750,-0.225507569,-0.41,N,N,N
AT1G66230,-0.225031003,-0.41,N,N,N
AT4G28710,-0.222629243,-0.41,N,N,N
AT2G02800,-0.222428604,-0.41,N,N,N
AT3G26000,-0.213423958,-0.41,N,N,N
AT4G00440,-0.199890793,-0.41,N,N,N
AT4G18950,-0.198884481,-0.41,N,N,N
AT5G19440,-0.193064144,-0.41,N,N,N
AT3G49940,-0.189247611,-0.41,N,N,N
AT5G49950,-0.188502971,-0.41,N,N,N
AT4G34600,-0.188372082,-0.41,N,N,N
AT4G20140,-0.181699571,-0.41,N,N,N
AT2G38760,-0.180275675,-0.41,N,N,N
AT1G02660,-0.174540013,-0.41,N,N,N
AT5G46270,-0.170453946,-0.41,N,N,N
AT1G54090,-0.164849598,-0.41,N,N,N
AT2G35840,-0.164200044,-0.41,N,N,N
AT5G04940,-0.161359077,-0.41,N,N,N
AT4G17330,-0.153967531,-0.41,N,N,N
AT1G03070,-0.144271457,-0.41,N,N,N
AT1G31885,-0.142856758,-0.41,N,N,N
AT5G40910,-0.140771943,-0.41,N,N,N
AT2G40120,-0.122560065,-0.41,N,N,N
AT4G23730,-0.104552545,-0.41,N,N,N
AT1G80850,-0.095020587,-0.41,N,N,N
AT3G54280,-0.082416633,-0.41,N,N,N
AT1G67800,-0.082257047,-0.41,N,N,N
AT3G46920,-0.079514296,-0.41,N,N,N
AT1G63360,-0.06758384,-0.41,N,N,N
AT1G56680,-0.062090005,-0.41,N,N,N
AT2G34090,-0.058726894,-0.41,N,N,N
AT4G15320,-0.057587492,-0.41,N,N,N
AT3G62860,-0.05218622,-0.41,N,N,N
AT5G14640,-0.04405518,-0.41,N,N,N
AT1G32900,-0.038819249,-0.41,N,N,N
AT3G54000,-0.030621616,-0.41,N,N,N
AT1G33600,-0.017035937,-0.41,N,N,N
AT1G19715,-0.010508899,-0.41,N,N,N
AT4G20000,0.008010543,-0.41,N,N,N
AT1G50260,0.009209703,-0.41,N,N,N
AT5G54810,0.025797605,-0.41,N,N,N
AT3G17930,0.032370604,-0.41,N,N,N
AT5G05580,0.034109317,-0.41,N,N,N
AT3G11420,0.034129861,-0.41,N,N,N
AT5G15940,0.03542949,-0.41,N,N,N
AT1G80830,0.042266259,-0.41,N,N,N
