id,mycT,mybDKO,mycT_mybDKO_down,mycT_down,mybDKO_down
AT1G13195,-0.066339074,0,N,N,N
AT2G35680,-0.064005044,0,N,N,N
AT1G63610,-0.059264753,0,N,N,N
AT1G06290,-0.057743951,0,N,N,N
AT3G52610,-0.05359014,0,N,N,N
AT2G23350,-0.053504506,0,N,N,N
AT4G00170,-0.052088511,0,N,N,N
AT1G72500,-0.049405143,0,N,N,N
AT5G24690,-0.043374025,0,N,N,N
AT2G46370,-0.042925886,0,N,N,N
AT4G38930,-0.042846008,0,N,N,N
AT2G31560,-0.039517696,0,N,N,N
AT1G78490,-0.039412244,0,N,N,N
AT4G10470,-0.03237711,0,N,N,N
AT3G27530,-0.031851837,0,N,N,N
AT3G59250,-0.028307547,0,N,N,N
AT2G16070,-0.028270937,0,N,N,N
AT5G43750,-0.027266624,0,N,N,N
AT4G16280,-0.026462873,0,N,N,N
AT3G21750,-0.022531567,0,N,N,N
AT1G74280,-0.021707627,0,N,N,N
AT2G20130,-0.021248313,0,N,N,N
AT2G30980,-0.019423487,0,N,N,N
AT4G12650,-0.018009615,0,N,N,N
AT2G35690,-0.017650707,0,N,N,N
AT4G37980,-0.014706982,0,N,N,N
AT3G26650,-0.012324514,0,N,N,N
AT2G36000,-0.008737436,0,N,N,N
AT4G14890,-0.005652978,0,N,N,N
AT1G67060,-0.003938943,0,N,N,N
AT1G18600,-0.003533687,0,N,N,N
AT5G07130,-0.001850796,0,N,N,N
AT5G58730,-0.000694605,0,N,N,N
AT5G66100,0.001600771,0,N,N,N
AT5G06480,0.005766943,0,N,N,N
AT1G76050,0.006068127,0,N,N,N
AT1G03680,0.00672822,0,N,N,N
AT4G00980,0.01137479,0,N,N,N
AT4G24330,0.013112404,0,N,N,N
AT1G80040,0.014090785,0,N,N,N
AT2G38090,0.014972507,0,N,N,N
AT3G63200,0.017248713,0,N,N,N
AT1G29810,0.02129155,0,N,N,N
AT1G74730,0.024565605,0,N,N,N
AT1G29965,0.025109304,0,N,N,N
AT3G55080,0.030540353,0,N,N,N
AT3G12685,0.031980748,0,N,N,N
AT1G29030,0.033133744,0,N,N,N
AT3G61790,0.036379584,0,N,N,N
AT5G57815,0.03978554,0,N,N,N
AT3G09925,0.043824955,0,N,N,N
AT5G65780,0.048790969,0,N,N,N
AT5G02820,0.051548354,0,N,N,N
AT3G15360,0.053596008,0,N,N,N
AT3G09840,0.056223123,0,N,N,N
AT1G04080,0.059251895,0,N,N,N
AT5G38640,0.069618297,0,N,N,N
AT1G09210,0.070029203,0,N,N,N
AT1G10270,0.077082167,0,N,N,N
AT3G63140,0.081213516,0,N,N,N
AT1G47655,0.081810871,0,N,N,N
AT4G22250,0.088822046,0,N,N,N
AT1G49540,0.089168562,0,N,N,N
AT2G18245,0.095826314,0,N,N,N
AT3G62630,0.097544376,0,N,N,N
AT1G74920,0.100959365,0,N,N,N
AT3G13920,0.104088125,0,N,N,N
AT5G49990,0.104952038,0,N,N,N
AT2G33150,0.106738665,0,N,N,N
AT2G18770,0.107794336,0,N,N,N
AT5G42130,0.110182918,0,N,N,N
AT3G48860,0.111091214,0,N,N,N
AT4G29780,0.114892242,0,N,N,N
AT2G42365,0.11503146,0,N,N,N
AT2G20330,0.119790445,0,N,N,N
AT5G18210,0.122927522,0,N,N,N
AT4G29540,0.126263773,0,N,N,N
AT5G02850,0.137959527,0,N,N,N
AT4G02740,0.143099476,0,N,N,N
AT1G11650,0.148160699,0,N,N,N
AT3G17070,0.150373253,0,N,N,N
AT1G09800,0.165621904,0,N,N,N
AT5G02530,0.168314241,0,N,N,N
AT4G32200,0.190244986,0,N,N,N
AT4G38920,0.192766803,0,N,N,N
AT5G57230,0.193475247,0,N,N,N
AT5G66320,0.193552349,0,N,N,N
AT5G09520,0.195198441,0,N,N,N
AT5G42000,0.196257623,0,N,N,N
AT3G63310,0.204577275,0,N,N,N
AT4G32295,0.246805944,0,N,N,N
AT1G12810,0.279401197,0,N,N,N
AT5G40150,0.293301846,0,N,N,N
AT3G21351,0.436145629,0,N,N,N
AT3G13760,0.505848685,0,N,N,N
AT1G61575,0.520832163,0,N,N,N
AT3G51642,0.872481358,0,N,N,N
ATCG01170,1.06992861,0,N,N,N
AT2G07739,-1.691314482,0.01,N,Y,N
AT5G23160,-0.751813359,0.01,N,Y,N
AT2G30615,-0.584962501,0.01,N,N,N
AT1G01200,-0.497014801,0.01,N,N,N
AT4G10600,-0.449585726,0.01,N,N,N
AT2G23050,-0.39015425,0.01,N,N,N
AT1G65910,-0.389042291,0.01,N,N,N
AT2G24120,-0.37290874,0.01,N,N,N
AT3G17225,-0.371968777,0.01,N,N,N
AT4G34138,-0.360013223,0.01,N,N,N
AT3G52072,-0.354905417,0.01,N,N,N
AT4G40010,-0.342579982,0.01,N,N,N
AT1G70630,-0.329461768,0.01,N,N,N
AT1G01470,-0.318304541,0.01,N,N,N
AT3G61380,-0.314933345,0.01,N,N,N
AT3G27130,-0.312787441,0.01,N,N,N
AT1G73210,-0.311900635,0.01,N,N,N
AT4G29950,-0.308011185,0.01,N,N,N
AT5G50280,-0.306864443,0.01,N,N,N
AT2G44760,-0.2981271,0.01,N,N,N
AT5G16310,-0.294076828,0.01,N,N,N
AT1G65950,-0.288538366,0.01,N,N,N
AT2G04230,-0.264600785,0.01,N,N,N
AT5G22270,-0.263974312,0.01,N,N,N
AT4G14880,-0.259556654,0.01,N,N,N
AT5G25480,-0.259169967,0.01,N,N,N
AT3G27320,-0.249585829,0.01,N,N,N
AT1G61960,-0.2472177,0.01,N,N,N
AT2G36960,-0.243435787,0.01,N,N,N
AT5G62540,-0.241559272,0.01,N,N,N
AT1G30290,-0.237729159,0.01,N,N,N
AT1G18340,-0.23409456,0.01,N,N,N
AT2G17320,-0.233243871,0.01,N,N,N
AT5G57700,-0.2321519,0.01,N,N,N
AT2G30480,-0.226558451,0.01,N,N,N
AT3G56250,-0.222546564,0.01,N,N,N
AT5G10960,-0.220601674,0.01,N,N,N
AT3G57810,-0.220048481,0.01,N,N,N
AT5G43560,-0.210765148,0.01,N,N,N
AT3G54840,-0.209201593,0.01,N,N,N
AT1G74590,-0.208856706,0.01,N,N,N
AT3G13772,-0.202603276,0.01,N,N,N
AT2G44180,-0.19445893,0.01,N,N,N
AT5G57150,-0.192933178,0.01,N,N,N
AT2G37585,-0.192398076,0.01,N,N,N
AT1G16515,-0.190765345,0.01,N,N,N
AT2G03220,-0.190528746,0.01,N,N,N
AT3G48425,-0.189488885,0.01,N,N,N
AT4G13200,-0.187571246,0.01,N,N,N
AT2G26830,-0.183227663,0.01,N,N,N
AT4G00780,-0.183126612,0.01,N,N,N
AT4G14920,-0.181428297,0.01,N,N,N
AT3G13224,-0.180528903,0.01,N,N,N
AT1G49740,-0.178490658,0.01,N,N,N
AT2G19280,-0.174153125,0.01,N,N,N
AT5G65910,-0.172334503,0.01,N,N,N
AT5G36700,-0.171392939,0.01,N,N,N
AT2G43430,-0.171174311,0.01,N,N,N
AT1G12840,-0.166837774,0.01,N,N,N
AT5G47020,-0.161395177,0.01,N,N,N
AT4G06744,-0.160899494,0.01,N,N,N
AT1G30590,-0.1608076,0.01,N,N,N
AT3G61970,-0.160553168,0.01,N,N,N
AT3G26400,-0.156647265,0.01,N,N,N
AT5G18980,-0.156573487,0.01,N,N,N
AT4G16210,-0.15642102,0.01,N,N,N
AT4G18465,-0.156063594,0.01,N,N,N
AT5G59410,-0.155837865,0.01,N,N,N
AT3G01990,-0.154781515,0.01,N,N,N
AT5G25910,-0.153890203,0.01,N,N,N
AT3G44190,-0.15167412,0.01,N,N,N
AT3G04750,-0.149211353,0.01,N,N,N
AT5G56280,-0.147415824,0.01,N,N,N
AT5G51180,-0.142243918,0.01,N,N,N
AT3G08980,-0.141118954,0.01,N,N,N
AT5G35995,-0.130889161,0.01,N,N,N
AT2G03820,-0.127749403,0.01,N,N,N
AT2G26260,-0.125998809,0.01,N,N,N
AT5G08230,-0.12589626,0.01,N,N,N
AT4G04910,-0.12382648,0.01,N,N,N
AT3G17850,-0.123174798,0.01,N,N,N
AT3G09850,-0.122880985,0.01,N,N,N
AT1G11060,-0.122448793,0.01,N,N,N
AT3G26720,-0.120249043,0.01,N,N,N
AT3G48980,-0.117407578,0.01,N,N,N
AT1G19130,-0.116250249,0.01,N,N,N
AT3G11700,-0.116235673,0.01,N,N,N
AT5G65400,-0.114823717,0.01,N,N,N
AT1G06060,-0.11096731,0.01,N,N,N
AT5G61760,-0.110166166,0.01,N,N,N
AT1G06850,-0.109183917,0.01,N,N,N
AT3G16760,-0.105760294,0.01,N,N,N
AT1G16560,-0.103926052,0.01,N,N,N
AT3G04610,-0.102208508,0.01,N,N,N
AT2G41890,-0.102053134,0.01,N,N,N
AT3G15470,-0.101579005,0.01,N,N,N
AT3G07274,-0.098509939,0.01,N,N,N
AT2G28060,-0.092869095,0.01,N,N,N
AT5G22020,-0.09264883,0.01,N,N,N
AT1G45120,-0.092203555,0.01,N,N,N
AT2G40030,-0.090982656,0.01,N,N,N
AT4G32660,-0.088731948,0.01,N,N,N
AT1G12770,-0.08809133,0.01,N,N,N
AT5G38860,-0.087364729,0.01,N,N,N
AT2G17990,-0.083913394,0.01,N,N,N
AT3G17430,-0.083554077,0.01,N,N,N
AT4G14500,-0.083541846,0.01,N,N,N
AT1G31360,-0.083274135,0.01,N,N,N
AT2G32730,-0.082141292,0.01,N,N,N
AT1G47490,-0.078814854,0.01,N,N,N
AT2G35635,-0.077649739,0.01,N,N,N
AT5G11850,-0.077270811,0.01,N,N,N
AT2G42810,-0.076719754,0.01,N,N,N
AT4G32120,-0.076227038,0.01,N,N,N
AT3G46870,-0.074313412,0.01,N,N,N
AT4G35140,-0.073326267,0.01,N,N,N
AT5G06770,-0.07283147,0.01,N,N,N
AT2G18280,-0.072442289,0.01,N,N,N
AT3G07270,-0.071629342,0.01,N,N,N
AT1G04985,-0.069518737,0.01,N,N,N
AT1G04945,-0.063955359,0.01,N,N,N
AT5G13610,-0.063491608,0.01,N,N,N
AT1G62150,-0.063292153,0.01,N,N,N
AT1G35430,-0.057063174,0.01,N,N,N
AT2G42770,-0.054149356,0.01,N,N,N
AT2G26870,-0.053780049,0.01,N,N,N
AT2G02230,-0.052842718,0.01,N,N,N
AT3G04600,-0.050663604,0.01,N,N,N
AT3G15820,-0.04913402,0.01,N,N,N
AT1G29950,-0.041591972,0.01,N,N,N
AT1G60780,-0.038767485,0.01,N,N,N
AT5G05740,-0.037426513,0.01,N,N,N
AT3G14730,-0.037198618,0.01,N,N,N
AT1G11870,-0.033018743,0.01,N,N,N
AT1G03040,-0.031963454,0.01,N,N,N
AT4G32160,-0.030470852,0.01,N,N,N
AT2G33980,-0.029427972,0.01,N,N,N
AT1G70620,-0.028394524,0.01,N,N,N
AT2G45770,-0.026056988,0.01,N,N,N
AT2G42890,-0.024838516,0.01,N,N,N
AT5G39050,-0.01698792,0.01,N,N,N
AT2G27035,-0.01053836,0.01,N,N,N
AT4G36360,-0.007458276,0.01,N,N,N
AT3G48170,-0.00661749,0.01,N,N,N
AT5G55260,-0.006304994,0.01,N,N,N
AT3G52230,-0.002308001,0.01,N,N,N
AT2G46520,-0.001719336,0.01,N,N,N
AT4G02485,-0.000961476,0.01,N,N,N
AT3G06580,-0.000909275,0.01,N,N,N
AT5G42740,0.00176213,0.01,N,N,N
AT3G61980,0.002621759,0.01,N,N,N
AT3G54380,0.004450477,0.01,N,N,N
AT4G29720,0.007396617,0.01,N,N,N
AT4G38390,0.010231923,0.01,N,N,N
AT2G38270,0.01046717,0.01,N,N,N
AT5G01970,0.012037962,0.01,N,N,N
AT2G20300,0.016502268,0.01,N,N,N
AT5G08450,0.017933291,0.01,N,N,N
AT1G08930,0.019476073,0.01,N,N,N
AT5G26622,0.020945128,0.01,N,N,N
AT3G55020,0.021183883,0.01,N,N,N
ATCG01110,0.023554728,0.01,N,N,N
AT3G51140,0.026693616,0.01,N,N,N
AT3G53410,0.030626346,0.01,N,N,N
AT5G14660,0.031823099,0.01,N,N,N
AT5G63420,0.032752295,0.01,N,N,N
AT5G61510,0.035930365,0.01,N,N,N
AT1G18670,0.038316,0.01,N,N,N
AT1G04510,0.039645424,0.01,N,N,N
AT1G73410,0.042749648,0.01,N,N,N
AT5G46410,0.043827643,0.01,N,N,N
AT4G16520,0.044340458,0.01,N,N,N
AT1G61790,0.045502636,0.01,N,N,N
AT3G60520,0.046146026,0.01,N,N,N
AT2G47330,0.058057102,0.01,N,N,N
AT5G03990,0.06025007,0.01,N,N,N
AT4G05180,0.062837132,0.01,N,N,N
AT1G80020,0.069142369,0.01,N,N,N
AT5G63860,0.070782626,0.01,N,N,N
AT2G23540,0.075344512,0.01,N,N,N
AT5G07110,0.094550166,0.01,N,N,N
AT1G10950,0.098439817,0.01,N,N,N
AT3G18050,0.105362478,0.01,N,N,N
AT1G20200,0.118083864,0.01,N,N,N
AT3G05210,0.130617816,0.01,N,N,N
AT1G67025,0.132247798,0.01,N,N,N
AT1G79730,0.132329299,0.01,N,N,N
AT1G62600,0.146083378,0.01,N,N,N
AT5G36790,0.146549289,0.01,N,N,N
AT1G09520,0.147326084,0.01,N,N,N
AT4G02195,0.14775362,0.01,N,N,N
AT3G56450,0.153404325,0.01,N,N,N
AT4G30570,0.159732366,0.01,N,N,N
AT1G79790,0.18329816,0.01,N,N,N
AT4G32785,0.185328327,0.01,N,N,N
AT2G19520,0.1907972,0.01,N,N,N
AT5G45770,0.200819009,0.01,N,N,N
AT3G61530,0.203364898,0.01,N,N,N
AT3G04720,0.229049319,0.01,N,N,N
AT2G06520,0.246483757,0.01,N,N,N
AT1G09560,0.266732143,0.01,N,N,N
AT3G56110,0.317260358,0.01,N,N,N
AT4G14170,0.344758803,0.01,N,N,N
AT1G33080,0.36312273,0.01,N,N,N
AT1G51400,0.459050709,0.01,N,N,N
ATMG00020,0.468900826,0.01,N,N,N
AT4G38495,0.473204333,0.01,N,N,N
AT1G35230,0.907635982,0.01,N,N,N
AT1G25054,1.199122642,0.01,N,N,N
AT3G01202,-1.249307423,0.02,N,Y,N
AT1G59218,-1.068935206,0.02,N,Y,N
AT2G43930,-0.886246286,0.02,N,Y,N
AT1G47578,-0.587612775,0.02,N,N,N
AT2G28590,-0.421204755,0.02,N,N,N
AT5G37590,-0.391496765,0.02,N,N,N
AT5G23930,-0.358854664,0.02,N,N,N
AT1G50600,-0.356388356,0.02,N,N,N
AT1G78120,-0.35548603,0.02,N,N,N
AT5G56880,-0.351763324,0.02,N,N,N
AT2G39380,-0.348709728,0.02,N,N,N
AT5G24530,-0.346641991,0.02,N,N,N
AT5G51730,-0.322463318,0.02,N,N,N
AT3G13310,-0.318715015,0.02,N,N,N
AT5G53550,-0.318408055,0.02,N,N,N
AT2G35140,-0.312882955,0.02,N,N,N
AT1G56450,-0.300171659,0.02,N,N,N
AT5G27690,-0.295513815,0.02,N,N,N
AT2G20110,-0.293731203,0.02,N,N,N
AT2G37290,-0.292047533,0.02,N,N,N
AT2G30590,-0.27686883,0.02,N,N,N
AT1G31480,-0.275128323,0.02,N,N,N
AT2G14660,-0.268984674,0.02,N,N,N
AT4G23440,-0.256751364,0.02,N,N,N
AT2G34340,-0.249267572,0.02,N,N,N
AT5G16800,-0.244274796,0.02,N,N,N
AT1G29940,-0.243438531,0.02,N,N,N
AT5G14510,-0.242856524,0.02,N,N,N
AT5G18700,-0.241139194,0.02,N,N,N
AT5G17250,-0.238131734,0.02,N,N,N
AT1G01770,-0.237790714,0.02,N,N,N
AT1G30860,-0.23469279,0.02,N,N,N
AT3G44160,-0.232828483,0.02,N,N,N
AT3G53690,-0.230076568,0.02,N,N,N
AT5G60040,-0.2290541,0.02,N,N,N
AT5G60570,-0.228703095,0.02,N,N,N
AT3G57970,-0.227967778,0.02,N,N,N
AT1G53580,-0.226511353,0.02,N,N,N
AT2G16090,-0.223731194,0.02,N,N,N
AT5G01610,-0.223201095,0.02,N,N,N
AT1G17255,-0.216366346,0.02,N,N,N
AT2G38660,-0.215867146,0.02,N,N,N
AT5G08410,-0.212098014,0.02,N,N,N
AT2G20180,-0.21018858,0.02,N,N,N
AT3G26980,-0.206639475,0.02,N,N,N
AT1G19430,-0.203565224,0.02,N,N,N
AT2G46180,-0.2011045,0.02,N,N,N
AT3G13940,-0.200315657,0.02,N,N,N
AT3G43300,-0.197802984,0.02,N,N,N
AT4G29890,-0.193422183,0.02,N,N,N
AT4G37790,-0.192000127,0.02,N,N,N
AT3G28480,-0.191766005,0.02,N,N,N
AT3G19760,-0.190430224,0.02,N,N,N
AT2G18710,-0.189608116,0.02,N,N,N
AT1G36070,-0.184466662,0.02,N,N,N
AT2G04700,-0.18143893,0.02,N,N,N
AT4G28200,-0.180784989,0.02,N,N,N
AT4G17486,-0.180620546,0.02,N,N,N
AT2G26200,-0.17800232,0.02,N,N,N
AT3G46000,-0.170976198,0.02,N,N,N
AT1G70560,-0.170515366,0.02,N,N,N
AT2G23080,-0.169767682,0.02,N,N,N
AT1G34120,-0.162689215,0.02,N,N,N
AT5G08185,-0.161116674,0.02,N,N,N
AT1G11420,-0.156312865,0.02,N,N,N
AT3G27000,-0.153932969,0.02,N,N,N
AT1G35660,-0.153121028,0.02,N,N,N
AT1G19850,-0.151711139,0.02,N,N,N
AT5G08280,-0.151114461,0.02,N,N,N
AT1G03950,-0.15103614,0.02,N,N,N
AT4G21090,-0.150972483,0.02,N,N,N
AT5G66030,-0.139745862,0.02,N,N,N
AT4G28760,-0.13880759,0.02,N,N,N
AT1G12120,-0.136604928,0.02,N,N,N
AT2G04340,-0.136064426,0.02,N,N,N
AT3G07980,-0.13058411,0.02,N,N,N
AT2G31340,-0.127391409,0.02,N,N,N
AT2G34680,-0.126817687,0.02,N,N,N
AT4G36580,-0.123943933,0.02,N,N,N
AT1G16680,-0.123108043,0.02,N,N,N
AT5G18310,-0.122716876,0.02,N,N,N
AT1G48050,-0.122697374,0.02,N,N,N
AT3G46740,-0.120239429,0.02,N,N,N
AT4G32480,-0.1189997,0.02,N,N,N
AT3G58690,-0.117621287,0.02,N,N,N
AT1G34110,-0.110458847,0.02,N,N,N
AT5G07630,-0.107009282,0.02,N,N,N
AT2G38970,-0.105192697,0.02,N,N,N
AT5G18100,-0.104625789,0.02,N,N,N
AT3G47990,-0.099883856,0.02,N,N,N
AT5G67610,-0.098898919,0.02,N,N,N
AT3G05850,-0.097761847,0.02,N,N,N
AT2G36460,-0.093843873,0.02,N,N,N
AT5G43950,-0.093109404,0.02,N,N,N
AT3G57520,-0.090629172,0.02,N,N,N
AT5G67180,-0.089227318,0.02,N,N,N
AT2G41720,-0.084958348,0.02,N,N,N
AT2G20400,-0.082403995,0.02,N,N,N
AT1G10430,-0.081761468,0.02,N,N,N
AT5G27560,-0.081746024,0.02,N,N,N
AT5G02260,-0.078661592,0.02,N,N,N
AT5G57210,-0.078537141,0.02,N,N,N
AT1G08050,-0.074195791,0.02,N,N,N
AT2G01490,-0.073920774,0.02,N,N,N
AT5G11090,-0.07323243,0.02,N,N,N
AT5G65180,-0.072669068,0.02,N,N,N
AT5G47820,-0.07260465,0.02,N,N,N
AT1G42430,-0.072355506,0.02,N,N,N
AT1G18440,-0.070627382,0.02,N,N,N
AT1G01540,-0.06855177,0.02,N,N,N
AT3G55140,-0.068061606,0.02,N,N,N
AT4G18480,-0.061861066,0.02,N,N,N
AT4G18380,-0.060810198,0.02,N,N,N
AT5G63470,-0.058971861,0.02,N,N,N
AT1G50270,-0.054508296,0.02,N,N,N
AT3G18210,-0.051158378,0.02,N,N,N
AT1G78870,-0.050475668,0.02,N,N,N
AT5G11520,-0.046033001,0.02,N,N,N
AT5G22050,-0.044458252,0.02,N,N,N
AT1G53570,-0.043059917,0.02,N,N,N
AT3G17470,-0.04185282,0.02,N,N,N
AT5G19820,-0.03798868,0.02,N,N,N
AT3G08650,-0.037892057,0.02,N,N,N
AT3G50670,-0.030631182,0.02,N,N,N
AT5G48655,-0.027675899,0.02,N,N,N
AT3G02710,-0.027101543,0.02,N,N,N
AT4G24830,-0.026972588,0.02,N,N,N
AT5G08550,-0.022720077,0.02,N,N,N
AT4G20310,-0.018234727,0.02,N,N,N
AT2G25920,-0.017891872,0.02,N,N,N
AT5G39760,-0.017766595,0.02,N,N,N
AT5G05010,-0.01671217,0.02,N,N,N
AT4G31980,-0.01631019,0.02,N,N,N
AT4G16155,-0.013619736,0.02,N,N,N
AT3G51100,-0.01225936,0.02,N,N,N
AT3G45620,-0.005687747,0.02,N,N,N
AT5G20590,-0.003214665,0.02,N,N,N
AT2G39470,-0.003152253,0.02,N,N,N
AT4G26900,-0.002135519,0.02,N,N,N
AT3G08660,0.003112612,0.02,N,N,N
AT2G41020,0.007007313,0.02,N,N,N
AT2G17450,0.010632744,0.02,N,N,N
AT5G05320,0.014684046,0.02,N,N,N
AT5G17770,0.020117176,0.02,N,N,N
AT5G45720,0.02193064,0.02,N,N,N
AT2G36340,0.024009561,0.02,N,N,N
AT3G20650,0.02752197,0.02,N,N,N
AT5G64730,0.027898287,0.02,N,N,N
AT4G16490,0.028243049,0.02,N,N,N
AT1G07980,0.028919789,0.02,N,N,N
AT5G66240,0.030151093,0.02,N,N,N
AT1G66820,0.031613383,0.02,N,N,N
AT5G42240,0.031801318,0.02,N,N,N
AT1G59960,0.033322251,0.02,N,N,N
AT4G21720,0.034885518,0.02,N,N,N
AT4G00040,0.039284136,0.02,N,N,N
AT5G63130,0.042083959,0.02,N,N,N
AT2G15300,0.049560049,0.02,N,N,N
AT3G60820,0.05961391,0.02,N,N,N
AT2G19120,0.059982105,0.02,N,N,N
AT2G21630,0.067863453,0.02,N,N,N
AT1G15110,0.069587819,0.02,N,N,N
AT5G35753,0.069708972,0.02,N,N,N
AT2G37975,0.071449292,0.02,N,N,N
AT5G56140,0.073824812,0.02,N,N,N
AT4G32590,0.07630813,0.02,N,N,N
AT5G62350,0.102601301,0.02,N,N,N
AT4G27270,0.108510067,0.02,N,N,N
AT3G16410,0.121928566,0.02,N,N,N
AT4G10340,0.128117938,0.02,N,N,N
AT5G05230,0.130464747,0.02,N,N,N
AT1G51660,0.143922715,0.02,N,N,N
AT4G00910,0.148239665,0.02,N,N,N
AT4G36750,0.155138944,0.02,N,N,N
AT5G66010,0.156463675,0.02,N,N,N
AT3G15030,0.160629833,0.02,N,N,N
AT5G35400,0.160879311,0.02,N,N,N
AT3G04090,0.164336614,0.02,N,N,N
AT5G26880,0.176110699,0.02,N,N,N
AT5G04280,0.188111466,0.02,N,N,N
AT3G57200,0.222392421,0.02,N,N,N
AT5G28340,0.245112498,0.02,N,N,N
ATCG00120,0.256451511,0.02,N,N,N
AT2G24590,0.25760782,0.02,N,N,N
AT3G12180,0.261850607,0.02,N,N,N
AT4G18250,0.268061223,0.02,N,N,N
AT1G53700,0.356296889,0.02,N,N,N
AT1G67860,0.435607091,0.02,N,N,N
AT1G05675,0.805690381,0.02,N,N,N
AT3G15440,-1.051591732,0.03,N,Y,N
AT3G60286,-0.957837589,0.03,N,Y,N
AT5G02060,-0.543773466,0.03,N,N,N
AT1G69170,-0.519962654,0.03,N,N,N
AT1G09995,-0.490437277,0.03,N,N,N
AT1G77885,-0.48808583,0.03,N,N,N
AT1G55810,-0.43763275,0.03,N,N,N
AT1G21370,-0.422510928,0.03,N,N,N
AT1G05600,-0.418466774,0.03,N,N,N
AT3G50280,-0.396857483,0.03,N,N,N
AT1G30550,-0.373583072,0.03,N,N,N
AT2G22482,-0.353420642,0.03,N,N,N
AT2G01820,-0.340248209,0.03,N,N,N
AT2G18380,-0.336170425,0.03,N,N,N
AT1G19490,-0.324622204,0.03,N,N,N
AT3G11460,-0.315626578,0.03,N,N,N
AT1G24575,-0.308788001,0.03,N,N,N
AT2G24960,-0.304064713,0.03,N,N,N
AT5G38150,-0.303027481,0.03,N,N,N
AT1G59510,-0.29428534,0.03,N,N,N
AT5G25560,-0.293450517,0.03,N,N,N
AT2G22600,-0.292909201,0.03,N,N,N
AT5G48780,-0.29235498,0.03,N,N,N
AT5G47440,-0.290807808,0.03,N,N,N
AT4G26980,-0.284063129,0.03,N,N,N
AT5G65770,-0.283269324,0.03,N,N,N
AT2G03620,-0.254466831,0.03,N,N,N
AT1G64960,-0.252437617,0.03,N,N,N
AT5G49000,-0.252426306,0.03,N,N,N
AT5G61840,-0.252061841,0.03,N,N,N
AT2G32630,-0.245180394,0.03,N,N,N
AT2G32850,-0.244297843,0.03,N,N,N
AT2G32440,-0.242141721,0.03,N,N,N
AT4G28860,-0.238505556,0.03,N,N,N
AT2G30945,-0.236830504,0.03,N,N,N
AT2G25737,-0.233505518,0.03,N,N,N
AT5G60690,-0.232569125,0.03,N,N,N
AT1G30650,-0.231743124,0.03,N,N,N
AT3G28850,-0.228916332,0.03,N,N,N
AT2G33470,-0.226270088,0.03,N,N,N
AT3G28970,-0.225973841,0.03,N,N,N
AT1G68540,-0.22540037,0.03,N,N,N
AT5G55550,-0.225262641,0.03,N,N,N
AT3G56060,-0.222153141,0.03,N,N,N
AT3G49990,-0.214973581,0.03,N,N,N
AT5G49930,-0.213178199,0.03,N,N,N
AT3G54350,-0.204266761,0.03,N,N,N
AT1G17490,-0.203229907,0.03,N,N,N
AT4G01330,-0.199291616,0.03,N,N,N
AT2G20740,-0.196619683,0.03,N,N,N
AT1G17700,-0.190613243,0.03,N,N,N
AT5G19320,-0.188754124,0.03,N,N,N
AT4G06701,-0.185885073,0.03,N,N,N
AT2G37840,-0.182872849,0.03,N,N,N
AT3G22220,-0.181007701,0.03,N,N,N
AT1G35220,-0.178709776,0.03,N,N,N
AT3G58010,-0.178077452,0.03,N,N,N
AT2G35800,-0.176954131,0.03,N,N,N
AT4G15475,-0.173033486,0.03,N,N,N
AT5G27990,-0.172688251,0.03,N,N,N
AT1G22950,-0.16846278,0.03,N,N,N
AT4G21100,-0.167618317,0.03,N,N,N
AT2G21430,-0.167572653,0.03,N,N,N
AT5G53620,-0.164362797,0.03,N,N,N
AT3G61113,-0.162149712,0.03,N,N,N
AT5G56210,-0.161788786,0.03,N,N,N
AT3G59670,-0.161424404,0.03,N,N,N
AT2G26640,-0.157282149,0.03,N,N,N
AT1G06410,-0.155998505,0.03,N,N,N
AT3G19370,-0.155890374,0.03,N,N,N
AT3G53620,-0.151861211,0.03,N,N,N
AT1G08900,-0.146607883,0.03,N,N,N
AT3G43700,-0.145789403,0.03,N,N,N
AT4G35987,-0.142444265,0.03,N,N,N
AT2G36305,-0.142417045,0.03,N,N,N
AT1G13960,-0.141726221,0.03,N,N,N
AT4G17915,-0.140124224,0.03,N,N,N
AT1G60170,-0.137222514,0.03,N,N,N
AT1G75330,-0.133538017,0.03,N,N,N
AT4G38320,-0.132444317,0.03,N,N,N
AT5G38730,-0.132413982,0.03,N,N,N
AT1G44750,-0.13180479,0.03,N,N,N
AT4G05040,-0.131270855,0.03,N,N,N
AT2G24170,-0.128108717,0.03,N,N,N
AT5G23850,-0.127925052,0.03,N,N,N
AT1G51160,-0.127526755,0.03,N,N,N
AT1G11840,-0.126408778,0.03,N,N,N
AT1G09730,-0.125061993,0.03,N,N,N
AT1G09850,-0.123714895,0.03,N,N,N
AT4G29140,-0.122846485,0.03,N,N,N
AT2G17980,-0.122283253,0.03,N,N,N
AT1G04030,-0.122014256,0.03,N,N,N
AT4G18020,-0.12194871,0.03,N,N,N
AT3G12570,-0.120651769,0.03,N,N,N
AT1G26530,-0.119909464,0.03,N,N,N
AT5G18670,-0.119176199,0.03,N,N,N
AT2G32090,-0.114723576,0.03,N,N,N
AT1G34430,-0.112791667,0.03,N,N,N
AT3G11270,-0.112217502,0.03,N,N,N
AT3G59990,-0.108400195,0.03,N,N,N
