id,Moitf_name,Cluster,myc_myb_down_count,myc_myb_down_freq,myc_myb_down_freq_norm,myc_down_myb_not_count,myc_down_myb_not_freq,myc_down_myb_not_freq_norm,myb_down_myc_not_count,myb_down_myc_not_freq,myb_down_myc_not_freq_norm,log2_myc_myb_down_freq_norm,log2_myc_down_myb_not_freq_norm,log2_myb_down_myc_not_freq_norm
MA1020.1,GT-1,36,10,0.000518108,0.506726728,40,0.000894174,0.874532354,178,0.000764359,0.747568094,-0.980720167,-0.193416336,-0.419723098
MA1028.1,KAN4,16,5,0.000259054,0.500219902,27,0.000603568,1.165458474,128,0.000549651,1.061348168,-0.999365636,0.220897601,0.085898
MA1327.1,ATHB23,27,15,0.000777162,0.495919208,70,0.001564805,0.998526943,316,0.001356951,0.865891938,-1.01182299,-0.002126739,-0.207741105
MA1091.1,WRKY62,5,11,0.000569919,0.483587173,49,0.001095364,0.929437616,326,0.001399893,1.187836403,-1.048152117,-0.10557006,0.248336152
MA1005.1,ERF3,1,21,0.001088027,0.473335054,73,0.001631868,0.709928009,461,0.001979603,0.861206387,-1.079066326,-0.494255361,-0.215569076
MA1384.1,PHL7,16,8,0.000414486,0.461477008,52,0.001162427,1.294212237,198,0.000850242,0.946634251,-1.115669324,0.372074223,-0.079120972
MA1426.1,MYB124,31,9,0.000466297,0.440847715,41,0.000916529,0.866506886,229,0.00098336,0.929690749,-1.181647713,-0.206716881,-0.105177195
MA1052.1,RAP2-6,1,16,0.000828973,0.388909845,93,0.002078956,0.975335384,429,0.00184219,0.864257565,-1.362492339,-0.036029698,-0.210466768
MA0937.1,NAC055,2,4,0.000207243,0.287091953,36,0.000804757,1.114822195,203,0.000871712,1.20757471,-1.800415202,0.15681363,0.272112448
MA1055.1,SPL1,21,2,0.000103622,0.166155701,25,0.000558859,0.896122407,136,0.000584004,0.936442471,-2.5893923,-0.158232282,-0.094737728
,,,19301,1,,44734,#DIV/0!,,232875,1,,,,
